word	frq	num_letters	
aldea	19.701188	5	
alega	1.333732	5	
alego	0.127537	5	
alegó	0.523117	5	
aleja	6.305504	5	
aleje	3.281370	5	
alejo	1.167286	5	
alejé	1.431006	5	
alejó	2.146509	5	
alena	0.309115	5	
alero	0.274528	5	
alert	0.142668	5	
aleta	2.606938	5	
alexa	0.948960	5	
aleya	0.159961	5	
alfas	0.179416	5	
alfil	1.839556	5	
alfio	0.188063	5	
algas	3.127893	5	
algún	379.153840	5	
alias	7.206908	5	
alice	30.671512	5	
alida	0.159961	5	
alien	3.622909	5	
alijo	0.700371	5	
alina	0.423681	5	
aline	0.559865	5	
alisa	0.726311	5	
alita	0.157800	5	
aliño	0.239942	5	
allan	5.066884	5	
allen	13.138449	5	
aller	0.252912	5	
almas	21.220821	5	
aloca	0.125375	5	
alocó	0.108082	5	
aloja	1.508825	5	
aloje	0.153476	5	
alojo	0.464753	5	
alojé	0.146992	5	
alojó	0.620391	5	
alpes	1.923860	5	
alpha	3.854204	5	
altar	8.555772	5	
altas	12.755838	5	
alter	0.773867	5	
altos	15.183360	5	
alude	0.121052	5	
alvin	3.994711	5	
alzad	0.268043	5	
alzan	0.460429	5	
alzar	1.586644	5	
alzas	0.281013	5	
alían	0.101597	5	
alíen	0.231295	5	
amaba	30.745008	5	
amada	12.260823	5	
amado	22.947972	5	
amaga	0.168608	5	
amago	0.181578	5	
amaos	0.281013	5	
amara	2.444815	5	
amare	0.399903	5	
amari	0.112405	5	
amaro	0.207517	5	
amará	1.707696	5	
amaré	4.824781	5	
amasa	0.110244	5	
amase	0.402065	5	
ambar	0.821423	5	
ambas	29.644733	5	
ambos	108.572699	5	
ameba	0.406388	5	
amena	0.339378	5	
ameno	0.313438	5	
amero	0.138345	5	
amida	0.482046	5	
amiel	0.129698	5	
amiga	121.693854	5	
amigo	649.758760	5	
amina	0.185901	5	
amira	0.151315	5	
amish	0.992193	5	
amita	0.821423	5	
amman	0.466914	5	
amore	0.821423	5	
amour	1.184579	5	
amura	0.123213	5	
amáis	0.840878	5	
ananá	0.298306	5	
anata	0.177254	5	
ancas	0.304791	5	
ancha	2.310793	5	
anche	0.399903	5	
ancho	6.121765	5	
ancla	3.277046	5	
andad	0.114567	5	
andan	9.617137	5	
andar	35.007762	5	
andas	11.441561	5	
anden	1.938991	5	
andes	2.844718	5	
andré	6.953996	5	
andén	2.924699	5	
anexo	1.498017	5	
angel	14.666728	5	
angie	8.222879	5	
anglo	0.192386	5	
anida	0.198871	5	
anido	0.110244	5	
anima	2.639363	5	
anime	1.307792	5	
animo	2.682595	5	
animé	0.514470	5	
animó	0.979223	5	
anita	6.482759	5	
anjou	0.475561	5	
annan	0.125375	5	
annie	28.040796	5	
anota	4.491888	5	
anote	1.580159	5	
anoto	1.394258	5	
anoté	1.867657	5	
anotó	1.792000	5	
ansel	0.237780	5	
ansia	1.837394	5	
ansía	0.827908	5	
ansío	1.489370	5	
antes	953.281136	5	
anton	8.149383	5	
antro	3.374320	5	
antón	0.410712	5	
anual	6.921572	5	
anula	1.508825	5	
anule	0.788999	5	
anulo	0.211841	5	
anulé	0.101597	5	
anuló	0.574996	5	
anwar	0.877626	5	
aorta	1.724989	5	
apaga	19.876281	5	
apago	2.191903	5	
apagó	4.195743	5	
apaña	0.309115	5	
apaño	0.523117	5	
apega	0.134022	5	
apego	1.141346	5	
apela	0.363156	5	
apelo	0.618229	5	
apelé	0.142668	5	
apeló	0.207517	5	
apena	1.329409	5	
apila	0.142668	5	
apnea	0.462591	5	
apodo	6.621104	5	
apolo	5.646204	5	
apone	0.281013	5	
apoya	6.979936	5	
apoye	2.271884	5	
apoyo	45.011832	5	
apoyé	1.134861	5	
apoyó	2.012487	5	
aprox	0.252912	5	
aptas	0.177254	5	
aptos	0.724149	5	
apura	0.886272	5	
apure	1.277529	5	
apuro	7.792713	5	
apuré	0.153476	5	
apuró	0.108082	5	
aqaba	0.598774	5	
aquel	67.998714	5	
aquél	8.272597	5	
arabe	0.268043	5	
arado	1.232135	5	
araña	16.205816	5	
arañé	0.127537	5	
arañó	0.538248	5	
arcas	0.847363	5	
arces	0.131860	5	
arcos	2.049235	5	
arcén	0.270205	5	
arcón	0.840878	5	
ardan	0.456106	5	
ardas	0.110244	5	
arden	3.212197	5	
arder	4.066045	5	
ardes	0.330731	5	
ardid	0.862494	5	
ardió	0.972738	5	
ardor	1.590967	5	
ardua	0.579320	5	
arduo	1.134861	5	
ardía	0.866818	5	
arena	32.787757	5	
arete	1.093790	5	
argel	0.734958	5	
argos	0.726311	5	
argot	0.484207	5	
argón	0.239942	5	
arias	0.268043	5	
ariel	4.158996	5	
aries	0.951122	5	
arios	0.801968	5	
ariza	0.216164	5	
arlen	0.689563	5	
arles	0.172931	5	
arman	0.830070	5	
armar	7.206908	5	
armas	168.480393	5	
armen	0.804130	5	
armes	0.551218	5	
arnés	1.422359	5	
aroma	6.755125	5	
arpad	0.140507	5	
arpas	0.142668	5	
arpía	2.397259	5	
arpón	1.262398	5	
arras	0.237780	5	
arrea	0.181578	5	
arreo	0.188063	5	
arroz	19.111060	5	
artes	12.202459	5	
artur	0.514470	5	
aruba	0.594451	5	
asada	2.375643	5	
asado	6.562739	5	
asael	0.112405	5	
asará	0.114567	5	
ascos	0.125375	5	
asear	0.121052	5	
aseos	0.373964	5	
asher	1.292661	5	
ashur	0.804130	5	
asilo	8.609813	5	
asnos	0.598774	5	
asola	0.121052	5	
asoló	0.142668	5	
asoma	1.296984	5	
asome	0.345862	5	
asomo	0.851686	5	
asomé	0.389095	5	
asomó	0.373964	5	
aspas	0.229134	5	
aspen	2.090306	5	
assam	0.146992	5	
astas	0.408550	5	
aster	0.144830	5	
aston	1.467754	5	
astor	2.250267	5	
astra	0.259397	5	
astro	2.118407	5	
asuma	1.262398	5	
asume	2.862012	5	
asumo	10.122961	5	
asumí	2.624231	5	
ataba	0.393419	5	
ataca	10.769291	5	
ataco	1.651493	5	
atacó	16.134482	5	
atada	4.688597	5	
atado	10.265629	5	
ataja	0.259397	5	
atajo	7.081533	5	
atala	0.185901	5	
atara	0.214002	5	
atará	0.211841	5	
ataré	0.724149	5	
ataud	0.979223	5	
atañe	0.721988	5	
ataúd	12.018719	5	
ateos	0.678755	5	
atera	0.255074	5	
athos	1.091628	5	
atila	1.534764	5	
atina	0.134022	5	
atinó	0.110244	5	
atiza	0.207517	5	
atlas	1.642846	5	
atora	0.283175	5	
atoro	0.183739	5	
atoré	0.319923	5	
atoró	1.327247	5	
atrae	9.355578	5	
atril	0.190224	5	
atrio	0.743604	5	
atroz	3.601292	5	
atrás	229.427837	5	
audaz	3.772062	5	
audie	0.207517	5	
audio	4.764255	5	
augur	0.136183	5	
aulas	0.955445	5	
aunar	0.101597	5	
auras	0.196709	5	
autor	11.793909	5	
autos	35.641122	5	
avada	0.270205	5	
avala	0.205356	5	
avant	0.350186	5	
avara	0.201033	5	
avaro	1.549896	5	
avena	3.653172	5	
aviar	0.464753	5	
avila	0.207517	5	
avisa	5.667820	5	
avise	3.960125	5	
aviso	25.840246	5	
avisé	2.697727	5	
avisó	4.327604	5	
aviva	0.646330	5	
avión	113.267781	5	
avner	0.527440	5	
avril	0.328569	5	
axial	0.373964	5	
axila	0.845201	5	
ayala	0.404227	5	
aylin	0.177254	5	
ayman	0.175093	5	
ayuda	312.936318	5	
ayude	48.595832	5	
ayudo	18.360971	5	
ayudé	8.678985	5	
ayudó	23.577009	5	
ayuna	0.207517	5	
ayuno	1.067850	5	
azada	0.360994	5	
aziza	0.164285	5	
azora	0.103759	5	
azota	0.702533	5	
azote	1.813616	5	
azoto	0.177254	5	
azoté	0.116729	5	
azotó	0.486369	5	
azula	0.272367	5	
aérea	16.581941	5	
aéreo	13.067115	5	
aísla	0.510147	5	
aísle	0.170770	5	
añada	0.810615	5	
añade	2.490209	5	
añado	0.613906	5	
añadí	0.631199	5	
añeja	0.116729	5	
añejo	0.633361	5	
añora	0.402065	5	
añoro	0.808453	5	
aúlla	0.402065	5	
babas	0.590128	5	
babea	0.330731	5	
babee	0.114567	5	
babel	0.475561	5	
babeo	0.153476	5	
babia	0.138345	5	
babor	5.330605	5	
bache	1.498017	5	
bacon	3.086822	5	
badal	0.105920	5	
baden	0.196709	5	
bagel	0.516632	5	
bagre	0.410712	5	
bahía	12.790425	5	
baila	17.671408	5	
baile	76.364261	5	
bailo	5.027975	5	
bailé	1.186740	5	
bailó	1.154316	5	
bajad	2.736636	5	
bajan	4.420554	5	
bajar	54.453877	5	
bajas	17.241242	5	
bajel	0.112405	5	
bajen	15.241725	5	
bajes	4.742638	5	
bajos	9.993262	5	
bajío	0.131860	5	
bajón	0.674432	5	
baker	11.398328	5	
balar	0.101597	5	
balas	37.167240	5	
balde	3.437008	5	
balle	0.164285	5	
balsa	4.422716	5	
balto	0.421520	5	
balón	11.979810	5	
bamba	0.211841	5	
bambi	2.868496	5	
bambú	2.181095	5	
banal	1.242943	5	
banca	5.058238	5	
banco	83.767878	5	
banda	58.444264	5	
bando	7.230686	5	
banjo	1.913052	5	
baran	0.190224	5	
barba	16.538709	5	
barbo	0.142668	5	
barca	6.389808	5	
barco	115.699626	5	
barda	0.756574	5	
bardo	0.726311	5	
bares	7.420911	5	
bario	0.335054	5	
barra	17.379587	5	
barre	1.331570	5	
barro	9.502570	5	
barry	24.662152	5	
barrí	0.108082	5	
barth	0.175093	5	
barón	15.274149	5	
basal	0.170770	5	
basan	1.439652	5	
basar	0.531763	5	
basas	0.600936	5	
bases	8.624944	5	
basic	0.274528	5	
basie	0.345862	5	
basta	190.758257	5	
baste	0.646330	5	
basto	0.564188	5	
bastó	1.664463	5	
batas	1.063527	5	
batea	1.428844	5	
batee	0.142668	5	
baten	1.041911	5	
bateo	1.024617	5	
bates	6.649205	5	
bateó	0.309115	5	
batir	2.323763	5	
batió	0.512309	5	
baton	0.888434	5	
batín	0.183739	5	
bayas	1.830909	5	
bayer	0.121052	5	
bazar	1.113245	5	
bazas	0.118890	5	
bazos	0.125375	5	
bañan	0.562026	5	
bañar	1.707696	5	
bañas	0.812777	5	
bañen	0.224811	5	
bañes	0.166446	5	
baños	9.846271	5	
beach	10.187810	5	
beata	0.352347	5	
beato	0.207517	5	
beban	3.244622	5	
bebas	4.040105	5	
bebed	1.204034	5	
beben	4.638880	5	
beber	78.936613	5	
bebes	12.371066	5	
bebió	4.710214	5	
bebop	0.177254	5	
bebés	22.496189	5	
bebía	4.396776	5	
becas	1.558543	5	
bedel	0.380449	5	
beige	1.482885	5	
belga	2.375643	5	
bella	50.872039	5	
belle	6.690276	5	
bello	17.928643	5	
belén	1.173771	5	
bemol	1.197549	5	
benes	0.276690	5	
benet	0.140507	5	
benin	0.207517	5	
benny	11.912799	5	
berna	0.443136	5	
berra	0.114567	5	
berri	0.635522	5	
berro	0.112405	5	
berry	2.868496	5	
berta	2.864173	5	
berto	0.358832	5	
besan	1.973577	5	
besar	15.271988	5	
besas	3.893114	5	
besen	0.966253	5	
beses	1.792000	5	
besos	12.252176	5	
betas	0.214002	5	
betel	0.319923	5	
bette	3.426200	5	
betty	24.640536	5	
betún	0.784675	5	
bicha	0.116729	5	
bicho	9.621460	5	
bicis	0.609583	5	
bidón	0.633361	5	
bifes	0.252912	5	
biggs	1.338055	5	
bilal	0.352347	5	
bilis	0.879788	5	
billy	54.456038	5	
bimba	0.112405	5	
bimbo	0.276690	5	
bingo	11.819848	5	
birdy	0.717665	5	
birló	0.153476	5	
birra	0.460429	5	
bises	0.116729	5	
bison	0.479884	5	
bizca	0.389095	5	
bizco	0.817100	5	
black	14.904509	5	
blair	14.011751	5	
blake	12.239206	5	
blanc	1.072174	5	
bledo	4.558899	5	
bliss	0.944637	5	
block	2.444815	5	
blogs	0.700371	5	
bloom	5.023652	5	
blues	5.741316	5	
bluff	0.667947	5	
blume	0.389095	5	
blusa	5.724023	5	
bobas	0.458268	5	
bobby	51.650229	5	
bobos	1.824424	5	
bocas	3.715859	5	
bocha	0.118890	5	
boche	0.123213	5	
bocio	0.159961	5	
bocón	1.463430	5	
bodas	17.048856	5	
bofia	0.389095	5	
bogan	0.389095	5	
boina	1.128376	5	
boing	0.226972	5	
bolas	24.017983	5	
boles	0.300468	5	
bollo	2.446977	5	
bolos	5.929379	5	
bolsa	65.949479	5	
bolso	28.576883	5	
bomba	70.367871	5	
bombo	0.847363	5	
bonet	0.155638	5	
bongo	0.821423	5	
bonny	0.538248	5	
bonos	6.299019	5	
bonus	1.076497	5	
bonzo	0.281013	5	
boone	3.694243	5	
borda	4.969611	5	
borde	19.009463	5	
bordo	42.835061	5	
bordó	0.136183	5	
boris	7.598165	5	
borla	0.220487	5	
borra	3.184096	5	
borre	1.154316	5	
borro	0.529602	5	
borré	0.864656	5	
borró	2.202711	5	
bosch	0.620391	5	
bosco	1.372641	5	
bosta	0.706856	5	
bosón	0.162123	5	
botan	0.300468	5	
botar	1.647170	5	
botas	23.767233	5	
boten	0.224811	5	
botes	8.780582	5	
botín	6.874016	5	
botón	22.805303	5	
bowie	1.779030	5	
boxea	0.367479	5	
boxeo	8.145060	5	
boxer	0.929505	5	
boxes	0.592289	5	
boyas	0.447460	5	
boyer	0.466914	5	
bozal	0.650654	5	
braca	0.166446	5	
braga	1.536926	5	
brama	0.118890	5	
brand	1.917375	5	
brasa	0.920859	5	
braun	1.595290	5	
brava	1.111083	5	
bravo	35.472515	5	
braza	0.164285	5	
brazo	67.157836	5	
bread	0.345862	5	
break	2.442653	5	
breen	0.858171	5	
brego	0.259397	5	
brete	0.175093	5	
breve	17.963229	5	
brezo	0.425843	5	
brian	39.713652	5	
brice	1.286176	5	
brick	4.429201	5	
brida	0.313438	5	
brill	0.536087	5	
brisa	7.191777	5	
brita	0.302630	5	
broca	0.482046	5	
brody	6.752964	5	
broma	89.893966	5	
bronx	4.202228	5	
brota	0.810615	5	
brote	2.792839	5	
brotó	0.179416	5	
brown	25.369009	5	
bruce	25.554910	5	
bruja	30.697451	5	
brujo	3.776385	5	
bruma	1.201872	5	
bruna	0.205356	5	
bruno	10.635269	5	
bruta	1.854687	5	
bruto	8.776259	5	
bruun	0.121052	5	
bríos	0.127537	5	
bucal	1.346702	5	
bucea	0.246427	5	
buceo	2.900921	5	
buche	0.229134	5	
bucle	0.918697	5	
budas	0.164285	5	
budge	0.274528	5	
budín	1.964931	5	
buena	569.017178	5	
bueno	1998.576806	5	
bufet	0.252912	5	
bufón	2.987387	5	
bugle	0.278852	5	
bujía	0.356671	5	
bulas	0.108082	5	
bulbo	0.283175	5	
bulla	0.553380	5	
bulle	0.201033	5	
bulls	1.117568	5	
bulto	3.015488	5	
bunny	4.182774	5	
buque	5.237654	5	
burda	0.587966	5	
burdo	0.657139	5	
bures	0.242104	5	
burla	5.611618	5	
burle	1.026779	5	
burlo	0.894919	5	
burlé	0.259397	5	
burló	1.054880	5	
burns	5.894793	5	
burra	0.745766	5	
burro	12.712606	5	
busca	91.039636	5	
busco	39.266193	5	
buscó	6.024491	5	
buses	0.689563	5	
busse	0.118890	5	
busto	2.029780	5	
buzos	1.485047	5	
buzón	6.843753	5	
bwana	1.074335	5	
byers	0.704695	5	
byron	4.057399	5	
bytes	0.242104	5	
bíper	0.894919	5	
bórax	0.116729	5	
bóxer	0.114567	5	
búhos	0.977061	5	
cabal	0.572835	5	
caben	1.768222	5	
caber	1.158639	5	
cabes	0.268043	5	
cable	25.301998	5	
cabos	4.085500	5	
cabra	13.021720	5	
cabrá	0.395580	5	
cabía	0.676593	5	
cacao	1.759575	5	
cacas	0.272367	5	
cacen	0.281013	5	
cacha	0.142668	5	
cacho	0.760897	5	
caché	0.291821	5	
cacto	0.181578	5	
caerá	10.358580	5	
caeré	1.534764	5	
cafés	4.701567	5	
cagan	1.219165	5	
cagar	8.523347	5	
cagas	1.653655	5	
cague	1.184579	5	
cagué	2.034103	5	
cagón	1.126215	5	
caida	1.573674	5	
caiga	12.881214	5	
caigo	7.658691	5	
cairo	4.554576	5	
cajas	24.958297	5	
cajón	11.897667	5	
calar	0.248589	5	
calce	0.110244	5	
calco	0.159961	5	
caldo	2.846880	5	
caleb	7.470628	5	
calen	0.118890	5	
calla	23.399754	5	
calle	163.035222	5	
callo	2.721505	5	
callé	0.330731	5	
calló	1.206195	5	
calma	81.416014	5	
calme	5.313311	5	
calmo	1.949799	5	
calmé	0.306953	5	
calmó	0.879788	5	
calor	63.787839	5	
calva	2.031942	5	
calvo	6.865369	5	
calza	0.933829	5	
calzo	0.179416	5	
camas	9.660370	5	
camba	0.164285	5	
camel	0.611744	5	
campa	0.194548	5	
campo	125.303793	5	
camus	0.477722	5	
canal	32.057123	5	
canas	1.437491	5	
candi	0.224811	5	
cando	0.157800	5	
canes	0.149153	5	
canis	0.151315	5	
canje	0.490692	5	
canoa	2.423199	5	
canon	0.514470	5	
cansa	3.251107	5	
canse	1.420198	5	
canso	2.094629	5	
cansé	5.326281	5	
cansó	1.880627	5	
canta	22.504835	5	
cante	5.179290	5	
canto	13.875568	5	
canté	1.379126	5	
cantó	2.645848	5	
caoba	0.797645	5	
capas	5.133895	5	
capaz	79.295445	5	
capos	0.713341	5	
capra	0.462591	5	
capri	1.735797	5	
capta	1.348863	5	
capte	0.276690	5	
capto	1.666625	5	
capté	0.663624	5	
captó	1.262398	5	
capón	0.170770	5	
caqui	0.540410	5	
caras	26.596820	5	
caray	32.452703	5	
carca	0.157800	5	
cardo	0.404227	5	
careo	0.157800	5	
cares	0.185901	5	
carey	1.757413	5	
carga	50.290558	5	
cargo	78.474022	5	
cargó	2.073013	5	
carie	0.151315	5	
cario	0.101597	5	
cariz	0.142668	5	
carla	10.994102	5	
carlo	8.540640	5	
carne	86.106773	5	
carné	3.774224	5	
carol	19.619046	5	
caron	0.265882	5	
caros	5.620264	5	
carpa	4.725345	5	
carpe	0.769544	5	
carro	37.290454	5	
carta	109.359536	5	
casal	0.108082	5	
casan	4.271401	5	
casar	29.015695	5	
casas	49.451841	5	
casca	0.365317	5	
casco	18.449599	5	
casen	1.491532	5	
cases	4.997712	5	
casio	1.513148	5	
casos	39.979534	5	
caspa	0.734958	5	
casta	2.330248	5	
casto	0.363156	5	
catar	0.179416	5	
cateo	0.916535	5	
cates	0.899242	5	
catre	1.647170	5	
catón	0.222649	5	
cauce	0.611744	5	
causa	79.137645	5	
cause	4.243300	5	
causo	1.744444	5	
causé	1.536926	5	
causó	11.921445	5	
cauta	0.246427	5	
cauto	0.646330	5	
cavad	0.283175	5	
cavan	0.674432	5	
cavar	7.710570	5	
cavas	0.447460	5	
caven	0.866818	5	
caves	0.146992	5	
cayos	0.776029	5	
cazan	1.759575	5	
cazar	17.260696	5	
cazas	4.725345	5	
caéis	0.138345	5	
caían	1.742282	5	
caías	0.533925	5	
caída	19.188879	5	
caído	32.720747	5	
cañas	0.862494	5	
cañon	1.132699	5	
caños	0.756574	5	
cañón	17.626014	5	
cebar	0.110244	5	
cebos	0.447460	5	
cebra	2.031942	5	
ceceo	0.144830	5	
cecil	3.080337	5	
cedan	0.360994	5	
cedar	1.560704	5	
cedas	0.505824	5	
ceden	0.397742	5	
ceder	4.837751	5	
cedes	0.354509	5	
cedió	1.376965	5	
cedro	0.536087	5	
cedía	0.118890	5	
cegar	0.339378	5	
cejas	4.885307	5	
cejen	0.105920	5	
celda	28.276415	5	
celia	5.211714	5	
celie	0.313438	5	
celos	13.265985	5	
celsa	0.121052	5	
celta	0.581481	5	
cenan	0.495016	5	
cenar	81.467893	5	
cenas	4.388129	5	
cenen	0.250750	5	
cenes	0.300468	5	
cenit	0.337216	5	
censo	1.301307	5	
cepas	0.354509	5	
cepos	0.274528	5	
ceras	0.136183	5	
cerca	262.650084	5	
cerco	1.387773	5	
cercó	0.101597	5	
cerda	2.617746	5	
cerdo	48.677974	5	
ceres	0.144830	5	
ceros	1.748767	5	
cerra	0.226972	5	
cerro	1.651493	5	
cerré	4.277886	5	
cerró	9.370710	5	
certo	1.571512	5	
cesad	0.110244	5	
cesan	0.276690	5	
cesar	7.325798	5	
cesen	1.147831	5	
cesio	0.155638	5	
cesta	4.831266	5	
cesto	2.304308	5	
cetro	1.729312	5	
chaca	0.101597	5	
chaco	0.358832	5	
chale	0.304791	5	
chalé	0.198871	5	
chama	0.393419	5	
chame	0.129698	5	
chamo	0.151315	5	
champ	0.661462	5	
chang	5.371676	5	
chaos	0.218326	5	
chapa	1.941153	5	
chata	0.674432	5	
chato	0.925182	5	
chats	0.220487	5	
chavo	0.464753	5	
checa	1.409389	5	
check	0.987870	5	
checo	1.175932	5	
cheer	0.233457	5	
chefs	0.719826	5	
chelo	1.119730	5	
chepa	0.177254	5	
cheri	0.728473	5	
chica	391.163913	5	
chico	334.189564	5	
chile	5.503536	5	
chili	3.088984	5	
china	42.487037	5	
chino	27.405274	5	
chips	2.974417	5	
chist	0.105920	5	
chita	1.035426	5	
chito	0.172931	5	
chiva	0.293983	5	
chivo	3.616424	5	
chivó	0.105920	5	
choca	4.018489	5	
choco	1.134861	5	
chocó	4.435686	5	
cholo	0.801968	5	
chota	0.157800	5	
choto	0.123213	5	
choza	3.895276	5	
chris	48.202413	5	
chuck	42.575664	5	
chula	0.670108	5	
chulo	5.853721	5	
chuma	0.244265	5	
chupa	5.525152	5	
chupe	1.184579	5	
chupo	1.005163	5	
chupé	0.397742	5	
chupó	0.814938	5	
chuta	0.425843	5	
chute	0.683078	5	
chuza	0.270205	5	
ciara	0.276690	5	
ciase	1.489370	5	
ciber	0.276690	5	
ciclo	7.675984	5	
cidra	0.116729	5	
ciega	12.014396	5	
ciego	32.102518	5	
cielo	158.878388	5	
cieno	0.365317	5	
cifra	5.451656	5	
cilla	0.302630	5	
cimas	0.428005	5	
cinco	257.689120	5	
cindy	11.515057	5	
cines	1.712019	5	
cinta	46.278554	5	
cinto	1.255913	5	
circe	0.226972	5	
circo	19.545550	5	
cirio	0.179416	5	
cisco	1.020294	5	
cisma	0.114567	5	
cisne	4.383806	5	
citan	0.309115	5	
citar	2.388612	5	
citas	18.084281	5	
citen	0.112405	5	
cites	0.261558	5	
civil	23.648343	5	
clacs	0.118890	5	
clama	0.758736	5	
clamo	0.185901	5	
clara	27.290707	5	
clark	53.182832	5	
claro	723.165897	5	
clase	244.289113	5	
class	0.501501	5	
claus	7.851077	5	
clava	1.355348	5	
clave	32.195468	5	
clavo	6.519507	5	
clavé	0.721988	5	
clavó	1.880627	5	
clear	1.409389	5	
clero	1.565027	5	
click	1.755252	5	
clics	0.389095	5	
clide	0.123213	5	
clima	19.126192	5	
clint	3.214359	5	
clips	0.702533	5	
clone	0.177254	5	
clonó	0.164285	5	
cloro	1.666625	5	
close	1.219165	5	
clown	0.198871	5	
clubs	2.676110	5	
cobol	0.289660	5	
cobra	9.193455	5	
cobre	6.493567	5	
cobro	4.537283	5	
cobré	0.817100	5	
cobró	2.416714	5	
cocas	0.255074	5	
cocer	0.724149	5	
coces	0.153476	5	
coche	216.989759	5	
coció	0.153476	5	
cocos	2.014649	5	
codos	2.846880	5	
cofia	0.339378	5	
cofre	5.624588	5	
coged	4.351382	5	
cogen	4.137379	5	
coger	45.305815	5	
coges	6.162836	5	
cogió	11.662048	5	
cogía	1.645008	5	
cohen	6.186614	5	
coito	1.394258	5	
cojan	3.769900	5	
cojas	2.898759	5	
cojea	0.739281	5	
cojeo	0.170770	5	
cojes	0.274528	5	
cojos	0.302630	5	
cojín	1.923860	5	
cojón	0.136183	5	
colar	0.672270	5	
colas	2.812294	5	
colby	3.575353	5	
colee	0.348024	5	
coles	1.861172	5	
colgo	0.164285	5	
colgó	4.057399	5	
colin	11.718251	5	
colma	0.345862	5	
colme	0.142668	5	
colmo	3.724506	5	
colmó	0.319923	5	
colon	2.455623	5	
color	66.537445	5	
colón	2.929022	5	
coman	7.088018	5	
comas	6.800520	5	
comba	0.237780	5	
combo	0.994354	5	
comed	1.251590	5	
comen	15.382231	5	
comer	205.249892	5	
comes	15.581102	5	
comet	0.466914	5	
comic	1.495855	5	
comio	0.540410	5	
comió	13.417300	5	
compa	2.297823	5	
comun	2.133539	5	
comía	5.092824	5	
común	63.815940	5	
conde	25.578688	5	
condo	0.250750	5	
conga	0.464753	5	
congo	2.170287	5	
conos	0.875464	5	
conto	1.513148	5	
conté	19.158616	5	
contó	36.981339	5	
copas	13.196813	5	
copia	30.853090	5	
copie	0.345862	5	
copio	1.258075	5	
copié	0.795484	5	
copió	0.964091	5	
